avg_temp,precip,snow,wind_dir,wind_speed,wind_power,air_pressure,max_temp,min_temp,features,prediction
14.4,1.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,17.0,11.6,"[14.4,1.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,17.0,11.6]",0
18.8,11.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.6,16.8,"[18.8,11.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.6,16.8]",0
12.3,1.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,14.5,11.4,"[12.3,1.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,14.5,11.4]",0
20.3,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,25.8,14.8,"[20.3,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,25.8,14.8]",0
5.2,8.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.8,2.7,"[5.2,8.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.8,2.7]",0
16.1,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.9,11.5,"[16.1,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.9,11.5]",0
13.6,10.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.4,5.4,"[13.6,10.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.4,5.4]",0
14.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,19.0,12.0,"[14.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,19.0,12.0]",0
6.7,4.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.9,2.1,"[6.7,4.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.9,2.1]",0
1.1,10.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,2.2,-0.4,"[1.1,10.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,2.2,-0.4]",0
15.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.7,12.5,"[15.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.7,12.5]",0
20.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,27.4,15.3,"[20.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,27.4,15.3]",0
-3.0,1.8,41.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.652633624878481,6.02912048739385,"[-3.0,1.8,41.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.652633624878481,6.02912048739385]",1
-0.6,17.0,50.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,5.5,-4.4,"[-0.6,17.0,50.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,5.5,-4.4]",1
2.8,0.0,0.0,47.0,9.0,27.8,1025.6,5.3,0.7,"[2.8,0.0,0.0,47.0,9.0,27.8,1025.6,5.3,0.7]",5
1.9,0.0,0.0,50.0,9.7,31.5,1037.4,5.1,-0.8,"[1.9,0.0,0.0,50.0,9.7,31.5,1037.4,5.1,-0.8]",5
24.5,0.0,0.0,74.0,3.9,16.7,1014.4,31.2,18.7,"[24.5,0.0,0.0,74.0,3.9,16.7,1014.4,31.2,18.7]",5
16.7,0.1,0.0,225.0,6.6,20.4,1019.5,21.4,12.3,"[16.7,0.1,0.0,225.0,6.6,20.4,1019.5,21.4,12.3]",0
-5.3,1.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-2.5,-12.2,"[-5.3,1.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-2.5,-12.2]",0
9.5,13.6,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.7,5.0,"[9.5,13.6,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.7,5.0]",0
-3.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-1.7,-5.6,"[-3.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-1.7,-5.6]",0
0.7,3.9,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,1.7,-0.2,"[0.7,3.9,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,1.7,-0.2]",0
9.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,14.4,4.2,"[9.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,14.4,4.2]",0
8.1,2.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,12.1,2.8,"[8.1,2.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,12.1,2.8]",0
6.7,0.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.8,5.7,"[6.7,0.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.8,5.7]",0
21.2,4.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,26.7,16.4,"[21.2,4.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,26.7,16.4]",0
18.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.8,16.1,"[18.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.8,16.1]",0
14.3,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,19.8,10.3,"[14.3,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,19.8,10.3]",0
7.8,1.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.9,4.2,"[7.8,1.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.9,4.2]",0
6.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.9,4.5,"[6.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.9,4.5]",0
13.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,17.8,10.3,"[13.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,17.8,10.3]",0
17.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,25.0,10.3,"[17.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,25.0,10.3]",0
14.8,21.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.8,11.8,"[14.8,21.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.8,11.8]",0
-4.8,0.0,20.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-1.4,-7.0,"[-4.8,0.0,20.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-1.4,-7.0]",1
13.6,75.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,17.2,11.2,"[13.6,75.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,17.2,11.2]",0
8.5,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.4,6.4,"[8.5,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.4,6.4]",0
6.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,9.4,1.6,"[6.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,9.4,1.6]",0
-1.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,0.6,-3.2,"[-1.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,0.6,-3.2]",0
12.4,0.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.4,10.5,"[12.4,0.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.4,10.5]",0
17.4,0.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,21.1,15.9,"[17.4,0.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,21.1,15.9]",0
13.1,5.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.0,9.2,"[13.1,5.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.0,9.2]",0
0.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,4.6,-0.7,"[0.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,4.6,-0.7]",0
18.9,9.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,26.2,11.9,"[18.9,9.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,26.2,11.9]",0
21.8,7.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,31.2,14.0,"[21.8,7.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,31.2,14.0]",0
4.6,10.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.3,1.6,"[4.6,10.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.3,1.6]",0
-6.8,0.0,80.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-2.4,-9.8,"[-6.8,0.0,80.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-2.4,-9.8]",4
22.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,29.0,15.9,"[22.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,29.0,15.9]",0
15.3,0.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,19.3,11.1,"[15.3,0.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,19.3,11.1]",0
3.6,2.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.1,-0.8,"[3.6,2.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.1,-0.8]",0
8.8,0.9,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.1,6.3,"[8.8,0.9,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.1,6.3]",0
-4.3,0.0,30.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-2.7,-5.9,"[-4.3,0.0,30.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-2.7,-5.9]",1
10.7,9.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,12.0,6.5,"[10.7,9.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,12.0,6.5]",0
-9.9,0.0,60.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-7.8,-11.4,"[-9.9,0.0,60.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-7.8,-11.4]",1
16.4,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.0,9.5,"[16.4,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.0,9.5]",0
11.4,0.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,14.3,9.9,"[11.4,0.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,14.3,9.9]",0
6.0,9.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.8,4.7,"[6.0,9.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.8,4.7]",0
0.4,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,4.7,-2.7,"[0.4,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,4.7,-2.7]",0
17.5,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.0,12.7,"[17.5,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.0,12.7]",0
2.2,0.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,3.5,1.4,"[2.2,0.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,3.5,1.4]",0
15.7,3.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.2,9.6,"[15.7,3.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.2,9.6]",0
5.4,19.4,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.9,2.9,"[5.4,19.4,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.9,2.9]",0
-3.0,0.0,20.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-2.0,-3.8,"[-3.0,0.0,20.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-2.0,-3.8]",1
6.3,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,9.1,4.3,"[6.3,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,9.1,4.3]",0
9.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,17.3,3.2,"[9.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,17.3,3.2]",0
17.4,1.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.4,13.9,"[17.4,1.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.4,13.9]",0
5.0,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.2,3.3,"[5.0,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.2,3.3]",0
1.7,1.5,10.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,2.8,-0.1,"[1.7,1.5,10.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,2.8,-0.1]",0
1.4,0.0,10.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,3.1,-0.6,"[1.4,0.0,10.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,3.1,-0.6]",0
13.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,20.6,7.8,"[13.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,20.6,7.8]",0
13.9,10.5,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,14.5,13.2,"[13.9,10.5,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,14.5,13.2]",0
12.1,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.2,10.3,"[12.1,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.2,10.3]",0
23.4,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,30.0,16.5,"[23.4,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,30.0,16.5]",0
16.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.9,10.5,"[16.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.9,10.5]",0
3.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.1,-0.3,"[3.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.1,-0.3]",0
2.3,4.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,4.1,1.2,"[2.3,4.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,4.1,1.2]",0
15.4,8.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,21.0,10.8,"[15.4,8.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,21.0,10.8]",0
18.1,19.6,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.4,16.0,"[18.1,19.6,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.4,16.0]",0
4.0,13.6,70.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,9.0,0.1,"[4.0,13.6,70.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,9.0,0.1]",1
5.8,15.5,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.8,3.8,"[5.8,15.5,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.8,3.8]",0
15.3,10.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,20.9,9.1,"[15.3,10.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,20.9,9.1]",0
9.1,0.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.2,5.5,"[9.1,0.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.2,5.5]",0
7.5,0.5,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.1,7.0,"[7.5,0.5,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.1,7.0]",0
7.7,1.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.2,4.5,"[7.7,1.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.2,4.5]",0
3.6,2.4,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.3,0.8,"[3.6,2.4,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.3,0.8]",0
4.1,12.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.4,1.4,"[4.1,12.3,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.4,1.4]",0
2.3,0.6,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,3.2,1.8,"[2.3,0.6,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,3.2,1.8]",0
8.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,15.9,2.0,"[8.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,15.9,2.0]",0
23.2,6.4,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,32.4,18.5,"[23.2,6.4,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,32.4,18.5]",0
23.8,16.5,0.0,163.0,4.4,18.5,1011.2,31.5,16.3,"[23.8,16.5,0.0,163.0,4.4,18.5,1011.2,31.5,16.3]",0
21.7,0.0,0.0,153.0,4.0,16.7,1016.5,28.5,15.2,"[21.7,0.0,0.0,153.0,4.0,16.7,1016.5,28.5,15.2]",0
4.8,0.2,0.0,251.0,25.2,94.5,1018.2,16.0,0.9,"[4.8,0.2,0.0,251.0,25.2,94.5,1018.2,16.0,0.9]",0
10.8,0.0,0.0,50.0,7.2,20.4,1021.9,18.4,3.0,"[10.8,0.0,0.0,50.0,7.2,20.4,1021.9,18.4,3.0]",5
18.3,7.3,0.0,217.0,5.8,29.6,1006.6,25.5,13.9,"[18.3,7.3,0.0,217.0,5.8,29.6,1006.6,25.5,13.9]",0
0.3,0.0,0.0,52.0,6.9,20.4,1020.1,1.4,-0.5,"[0.3,0.0,0.0,52.0,6.9,20.4,1020.1,1.4,-0.5]",5
3.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,6.4,0.8,"[3.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,6.4,0.8]",0
19.2,6.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.4,14.3,"[19.2,6.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,23.4,14.3]",0
11.4,16.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.0,9.3,"[11.4,16.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.0,9.3]",0
7.7,8.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.5,5.7,"[7.7,8.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.5,5.7]",0
11.1,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.9,7.4,"[11.1,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.9,7.4]",0
12.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.6,6.8,"[12.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,18.6,6.8]",0
-14.4,0.0,140.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-11.3,-17.1,"[-14.4,0.0,140.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-11.3,-17.1]",2
2.8,5.8,130.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,4.2,0.3,"[2.8,5.8,130.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,4.2,0.3]",2
-1.0,9.0,50.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,1.7,-3.4,"[-1.0,9.0,50.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,1.7,-3.4]",1
5.6,3.2,250.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.2,1.5,"[5.6,3.2,250.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.2,1.5]",3
16.7,11.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,20.8,14.9,"[16.7,11.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,20.8,14.9]",0
-1.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,2.6,-3.7,"[-1.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,2.6,-3.7]",0
17.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.3,14.2,"[17.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,22.3,14.2]",0
14.5,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.8,10.4,"[14.5,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.8,10.4]",0
23.3,45.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,28.5,16.0,"[23.3,45.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,28.5,16.0]",0
8.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.0,3.3,"[8.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,16.0,3.3]",0
5.9,8.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.5,3.3,"[5.9,8.7,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.5,3.3]",0
6.3,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.8,2.6,"[6.3,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.8,2.6]",0
7.9,11.6,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.4,4.6,"[7.9,11.6,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,10.4,4.6]",0
1.8,8.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,3.5,0.0,"[1.8,8.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,3.5,0.0]",0
11.5,0.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.0,10.7,"[11.5,0.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,13.0,10.7]",0
13.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,19.3,9.3,"[13.7,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,19.3,9.3]",0
5.3,38.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.7,0.6,"[5.3,38.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.7,0.6]",0
11.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,15.5,8.8,"[11.2,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,15.5,8.8]",0
2.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.2,-1.5,"[2.6,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,8.2,-1.5]",0
1.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.1,-3.0,"[1.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,7.1,-3.0]",0
-5.3,0.0,10.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-4.1,-7.0,"[-5.3,0.0,10.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,-4.1,-7.0]",0
11.8,1.4,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,15.0,9.9,"[11.8,1.4,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,15.0,9.9]",0
10.6,3.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.6,9.2,"[10.6,3.8,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.6,9.2]",0
12.8,23.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,15.6,9.6,"[12.8,23.1,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,15.6,9.6]",0
-1.9,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,0.4,-4.0,"[-1.9,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,0.4,-4.0]",0
8.9,11.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.3,6.0,"[8.9,11.2,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,11.3,6.0]",0
18.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,25.5,13.2,"[18.8,0.0,0.0,156.79842342342343,7.330333333333331,27.49700000000003,1017.9635555555559,25.5,13.2]",0
